city,country,continent,lon,lat,Change_in_HW_Days,Change_in_Tmax,koppen_geiger_class,climate_class_label,climate_class_description,nearest_city_pop_max,pop_group
Little Current,Canada,North America,-82,45.75,71.24183007,0,25,Dfa,"Cold, no dry season, hot summer",1595,Small (<50k)
Matanzas,Cuba,North America,-81.5625,22.90900923,93.71584699,0,3,Aw,"Tropical, savannah",146733,Medium (50k-500k)
Matanzas,Cuba,North America,-81.5625,23.11265536,99.45355191,0,3,Aw,"Tropical, savannah",146733,Medium (50k-500k)
Matanzas,Cuba,North America,-81.5625,23.125,89.89071038,0,3,Aw,"Tropical, savannah",146733,Medium (50k-500k)
Ft. Myers,United States of America,North America,-81.5625,26.51076933,98.69281046,0,3,Aw,"Tropical, savannah",188606,Medium (50k-500k)
Ft. Myers,United States of America,North America,-81.5625,26.64925366,98.69281046,0,3,Aw,"Tropical, savannah",188606,Medium (50k-500k)
Ft. Myers,United States of America,North America,-81.5625,26.875,88.23529412,0,2,Am,"Tropical, monsoon",188606,Medium (50k-500k)
Winter Haven,United States of America,North America,-81.5625,28.125,83.00653595,0,3,Aw,"Tropical, savannah",108932,Medium (50k-500k)
Orlando,United States of America,North America,-81.5625,28.5193755,98.69281046,0,2,Am,"Tropical, monsoon",1350000,Very Large (>1M)
Orlando,United States of America,North America,-81.5625,28.7157157,98.69281046,0,14,Cfa,"Temperate, no dry season, hot summer",1350000,Very Large (>1M)
Palatka,United States of America,North America,-81.5625,29.30135962,98.69281046,0,14,Cfa,"Temperate, no dry season, hot summer",21452,Small (<50k)
Palatka,United States of America,North America,-81.5625,29.375,80.39215686,0,14,Cfa,"Temperate, no dry season, hot summer",21452,Small (<50k)
Palatka,United States of America,North America,-81.5625,29.45443631,95.4248366,0,14,Cfa,"Temperate, no dry season, hot summer",21452,Small (<50k)
Jacksonville,United States of America,North America,-81.5625,30.11647993,98.69281046,0,14,Cfa,"Temperate, no dry season, hot summer",988000,Large (500k-1M)
Jacksonville,United States of America,North America,-81.5625,30.38949705,94.11764706,0,14,Cfa,"Temperate, no dry season, hot summer",988000,Large (500k-1M)
Jacksonville,United States of America,North America,-81.5625,30.625,77.77777778,0,14,Cfa,"Temperate, no dry season, hot summer",988000,Large (500k-1M)
Brunswick,United States of America,North America,-81.5625,31.3245577,94.11764706,0,14,Cfa,"Temperate, no dry season, hot summer",47085,Small (<50k)
Brunswick,United States of America,North America,-81.5625,31.51724377,98.69281046,0,14,Cfa,"Temperate, no dry season, hot summer",47085,Small (<50k)
Spartanburg,United States of America,North America,-81.5625,34.88252099,96.73202614,0,14,Cfa,"Temperate, no dry season, hot summer",124126,Medium (50k-500k)
Spartanburg,United States of America,North America,-81.5625,35.06479941,94.77124183,0,14,Cfa,"Temperate, no dry season, hot summer",124126,Medium (50k-500k)
Hickory,United States of America,North America,-81.5625,35.625,52.94117647,0,14,Cfa,"Temperate, no dry season, hot summer",89462,Medium (50k-500k)
Hickory,United States of America,North America,-81.5625,35.71953248,96.07843137,0,14,Cfa,"Temperate, no dry season, hot summer",89462,Medium (50k-500k)
Hickory,United States of America,North America,-81.5625,35.99985958,92.81045752,0,14,Cfa,"Temperate, no dry season, hot summer",89462,Medium (50k-500k)
Beckley,United States of America,North America,-81.5625,37.67308963,94.77124183,0,14,Cfa,"Temperate, no dry season, hot summer",37836,Small (<50k)
Beckley,United States of America,North America,-81.5625,37.86997958,89.54248366,0,14,Cfa,"Temperate, no dry season, hot summer",37836,Small (<50k)
Charleston,United States of America,North America,-81.5625,38.125,31.37254902,0,14,Cfa,"Temperate, no dry season, hot summer",123799,Medium (50k-500k)
Charleston,United States of America,North America,-81.5625,38.52105553,96.73202614,0,14,Cfa,"Temperate, no dry season, hot summer",123799,Medium (50k-500k)
Parkersburg,United States of America,North America,-81.5625,39.375,33.9869281,0,14,Cfa,"Temperate, no dry season, hot summer",61935,Medium (50k-500k)
Canton,United States of America,North America,-81.5625,40.625,35.94771242,0,14,Cfa,"Temperate, no dry season, hot summer",258660,Medium (50k-500k)
Canton,United States of America,North America,-81.5625,40.67515858,87.58169935,0,14,Cfa,"Temperate, no dry season, hot summer",258660,Medium (50k-500k)
Cleveland,United States of America,North America,-81.5625,41.32257587,94.11764706,0,14,Cfa,"Temperate, no dry season, hot summer",1890000,Very Large (>1M)
Cleveland,United States of America,North America,-81.5625,41.61021796,88.88888889,0,14,Cfa,"Temperate, no dry season, hot summer",1890000,Very Large (>1M)
London,Canada,North America,-81.5625,43.125,30.06535948,0,14,Cfa,"Temperate, no dry season, hot summer",346765,Medium (50k-500k)
Little Current,Canada,North America,-81.5625,46.04472663,92.15686275,0,25,Dfa,"Cold, no dry season, hot summer",1595,Small (<50k)
Timmins,Canada,North America,-81.5625,48.32636102,93.46405229,0,25,Dfa,"Cold, no dry season, hot summer",34974,Small (<50k)
Hall Beach,Canada,North America,-81.5625,68.72677638,56.8627451,0,27,Dfc,"Cold, no dry season, cold summer",654,Small (<50k)
Igloolik,Canada,North America,-81.5625,69.375,70.58823529,0,27,Dfc,"Cold, no dry season, cold summer",1612,Small (<50k)
Santiago,Panama,North America,-81.25,8.010471204,99.45355191,0,2,Am,"Tropical, monsoon",45955,Small (<50k)
George Town,Cayman Islands,North America,-81.25,19.31937173,99.45355191,0,3,Aw,"Tropical, savannah",4268,Small (<50k)
Matanzas,Cuba,North America,-81.25,23,96.17486339,0,3,Aw,"Tropical, savannah",146733,Medium (50k-500k)
Matanzas,Cuba,North America,-81.25,23.08900524,99.45355191,0,3,Aw,"Tropical, savannah",146733,Medium (50k-500k)
Sanford,United States of America,North America,-81.25,28.7434555,98.69281046,0,2,Am,"Tropical, monsoon",333460,Medium (50k-500k)
Sanford,United States of America,North America,-81.25,29,98.69281046,0,14,Cfa,"Temperate, no dry season, hot summer",333460,Medium (50k-500k)
Palm Coast,United States of America,North America,-81.25,29.68586387,98.69281046,0,14,Cfa,"Temperate, no dry season, hot summer",48577,Small (<50k)
Orangeburg,United States of America,North America,-81.25,33.45549738,92.15686275,0,14,Cfa,"Temperate, no dry season, hot summer",35472,Small (<50k)
Rock Hill,United States of America,North America,-81.25,35,77.12418301,0,14,Cfa,"Temperate, no dry season, hot summer",94564,Medium (50k-500k)
Parkersburg,United States of America,North America,-81.25,39.10994764,91.50326797,0,14,Cfa,"Temperate, no dry season, hot summer",61935,Medium (50k-500k)
Canton,United States of America,North America,-81.25,40.9947644,89.54248366,0,14,Cfa,"Temperate, no dry season, hot summer",703200,Large (500k-1M)
Canton,United States of America,North America,-81.25,41,70.58823529,0,14,Cfa,"Temperate, no dry season, hot summer",703200,Large (500k-1M)
London,Canada,North America,-81.25,42.87958115,90.8496732,0,14,Cfa,"Temperate, no dry season, hot summer",346765,Medium (50k-500k)
London,Canada,North America,-81.25,43,65.35947712,0,14,Cfa,"Temperate, no dry season, hot summer",346765,Medium (50k-500k)
Wiarton,Canada,North America,-81.25,44.76439791,90.19607843,0,14,Cfa,"Temperate, no dry season, hot summer",2182,Small (<50k)
Wiarton,Canada,North America,-81.25,45,69.93464052,0,14,Cfa,"Temperate, no dry season, hot summer",2182,Small (<50k)
Sudbury,Canada,North America,-81.25,46.64921466,86.92810458,0,25,Dfa,"Cold, no dry season, hot summer",157857,Medium (50k-500k)
Timmins,Canada,North America,-81.25,48.53403141,89.54248366,0,25,Dfa,"Cold, no dry season, hot summer",34974,Small (<50k)
Cochrane,Canada,North America,-81.25,49,62.74509804,0,25,Dfa,"Cold, no dry season, hot summer",4441,Small (<50k)
Paita,Peru,South America,-81,-5.04670442,99.45355191,0,4,BWh,"Arid, desert, hot",56151,Medium (50k-500k)
Paita,Peru,South America,-81,-5.04670442,99.45355191,0,4,BWh,"Arid, desert, hot",56151,Medium (50k-500k)
Santiago,Panama,North America,-81,8.411173844,99.45355191,0,2,Am,"Tropical, monsoon",45955,Small (<50k)
Santiago,Panama,North America,-81,8.411173844,99.45355191,0,2,Am,"Tropical, monsoon",45955,Small (<50k)
Colón,Cuba,North America,-81,22.99053625,98.63387978,0,3,Aw,"Tropical, savannah",63882,Medium (50k-500k)
Colón,Cuba,North America,-81,22.99053625,99.45355191,0,3,Aw,"Tropical, savannah",63882,Medium (50k-500k)
Titusville,United States of America,North America,-81,28.59797927,98.69281046,0,2,Am,"Tropical, monsoon",52311,Medium (50k-500k)
Titusville,United States of America,North America,-81,28.59797927,91.50326797,0,2,Am,"Tropical, monsoon",52311,Medium (50k-500k)
Savannah,United States of America,North America,-81,31.96244335,98.03921569,0,14,Cfa,"Temperate, no dry season, hot summer",180187,Medium (50k-500k)
Savannah,United States of America,North America,-81,31.96244335,90.8496732,0,14,Cfa,"Temperate, no dry season, hot summer",180187,Medium (50k-500k)
Columbia,United States of America,North America,-81,34.2054185,84.31372549,0,14,Cfa,"Temperate, no dry season, hot summer",398093,Medium (50k-500k)
Columbia,United States of America,North America,-81,34.2054185,96.07843137,0,14,Cfa,"Temperate, no dry season, hot summer",398093,Medium (50k-500k)
Charlotte,United States of America,North America,-81,35.32690576,79.08496732,0,14,Cfa,"Temperate, no dry season, hot summer",995000,Large (500k-1M)
Charlotte,United States of America,North America,-81,35.32690576,95.4248366,0,14,Cfa,"Temperate, no dry season, hot summer",995000,Large (500k-1M)
Beckley,United States of America,North America,-81,37.56987959,76.47058824,0,14,Cfa,"Temperate, no dry season, hot summer",37836,Small (<50k)
Beckley,United States of America,North America,-81,37.56987959,90.8496732,0,14,Cfa,"Temperate, no dry season, hot summer",37836,Small (<50k)
Wheeling,United States of America,North America,-81,39.81285237,85.62091503,0,14,Cfa,"Temperate, no dry season, hot summer",52492,Medium (50k-500k)
Wheeling,United States of America,North America,-81,39.81285237,75.81699346,0,14,Cfa,"Temperate, no dry season, hot summer",52492,Medium (50k-500k)
Youngstown,United States of America,North America,-81,40.93433832,84.96732026,0,14,Cfa,"Temperate, no dry season, hot summer",311990,Medium (50k-500k)
Youngstown,United States of America,North America,-81,40.93433832,73.20261438,0,14,Cfa,"Temperate, no dry season, hot summer",311990,Medium (50k-500k)
London,Canada,North America,-81,43.17730923,79.08496732,0,14,Cfa,"Temperate, no dry season, hot summer",346765,Medium (50k-500k)
London,Canada,North America,-81,43.17730923,66.66666667,0,14,Cfa,"Temperate, no dry season, hot summer",346765,Medium (50k-500k)
Owen Sound,Canada,North America,-81,44.29879413,67.32026144,0,25,Dfa,"Cold, no dry season, hot summer",22625,Small (<50k)
Owen Sound,Canada,North America,-81,44.29879413,87.58169935,0,25,Dfa,"Cold, no dry season, hot summer",22625,Small (<50k)
Sudbury,Canada,North America,-81,46.54176268,70.58823529,0,25,Dfa,"Cold, no dry season, hot summer",157857,Medium (50k-500k)
Sudbury,Canada,North America,-81,46.54176268,79.73856209,0,25,Dfa,"Cold, no dry season, hot summer",157857,Medium (50k-500k)
Cochrane,Canada,North America,-81,48.78472933,77.12418301,0,25,Dfa,"Cold, no dry season, hot summer",4441,Small (<50k)
Cochrane,Canada,North America,-81,48.78472933,72.54901961,0,25,Dfa,"Cold, no dry season, hot summer",4441,Small (<50k)
Piura,Peru,South America,-80.625,-5.142839748,95.35519126,0,4,BWh,"Arid, desert, hot",396932,Medium (50k-500k)
Sullana,Peru,South America,-80.625,-5,99.45355191,0,4,BWh,"Arid, desert, hot",160789,Medium (50k-500k)
Sullana,Peru,South America,-80.625,-4.663149834,99.45355191,0,4,BWh,"Arid, desert, hot",160789,Medium (50k-500k)
Sullana,Peru,South America,-80.625,-4.663149706,99.45355191,0,4,BWh,"Arid, desert, hot",160789,Medium (50k-500k)
Tumbes,Peru,South America,-80.625,-3.75,99.45355191,0,4,BWh,"Arid, desert, hot",109223,Medium (50k-500k)
Salinas,Ecuador,South America,-80.625,-2.337654448,99.45355191,0,6,BSh,"Arid, steppe, hot",43862,Small (<50k)
Jipijapa,Ecuador,South America,-80.625,-1.40259267,99.45355191,0,6,BSh,"Arid, steppe, hot",35901,Small (<50k)
Jipijapa,Ecuador,South America,-80.625,-1.25,99.45355191,0,6,BSh,"Arid, steppe, hot",35901,Small (<50k)
Las Tablas,Panama,North America,-80.625,7.5,99.45355191,0,3,Aw,"Tropical, savannah",11358,Small (<50k)
Chitré,Panama,North America,-80.625,7.948024964,97.54098361,0,3,Aw,"Tropical, savannah",44082,Small (<50k)
Penonome,Panama,North America,-80.625,8.393668908,99.45355191,0,2,Am,"Tropical, monsoon",28766,Small (<50k)
Penonome,Panama,North America,-80.625,8.393669128,99.45355191,0,2,Am,"Tropical, monsoon",28766,Small (<50k)
Penonome,Panama,North America,-80.625,8.75,99.45355191,0,1,Af,"Tropical, rainforest",28766,Small (<50k)
Colón,Cuba,North America,-80.625,22.5,98.63387978,0,3,Aw,"Tropical, savannah",63882,Medium (50k-500k)
Colón,Cuba,North America,-80.625,22.90900923,93.71584699,0,3,Aw,"Tropical, savannah",63882,Medium (50k-500k)
Homestead,United States of America,North America,-80.625,25.71419264,98.69281046,0,2,Am,"Tropical, monsoon",85967,Medium (50k-500k)
Coral Springs,United States of America,North America,-80.625,26.25,98.69281046,0,2,Am,"Tropical, monsoon",250000,Medium (50k-500k)
Vero Beach,United States of America,North America,-80.625,27.5,98.69281046,0,2,Am,"Tropical, monsoon",86039,Medium (50k-500k)
Vero Beach,United States of America,North America,-80.625,27.58431461,98.69281046,0,2,Am,"Tropical, monsoon",86039,Medium (50k-500k)
Beaufort,United States of America,North America,-80.625,32.5,98.69281046,0,14,Cfa,"Temperate, no dry season, hot summer",31626,Small (<50k)
Beaufort,United States of America,North America,-80.625,32.64199066,98.69281046,0,14,Cfa,"Temperate, no dry season, hot summer",31626,Small (<50k)
Beaufort,United States of America,North America,-80.625,32.64199444,96.73202614,0,14,Cfa,"Temperate, no dry season, hot summer",31626,Small (<50k)
Orangeburg,United States of America,North America,-80.625,33.19467875,94.11764706,0,14,Cfa,"Temperate, no dry season, hot summer",35472,Small (<50k)
Sumter,United States of America,North America,-80.625,33.75,96.73202614,0,14,Cfa,"Temperate, no dry season, hot summer",50868,Medium (50k-500k)
Sumter,United States of America,North America,-80.625,34.12973913,94.77124183,0,14,Cfa,"Temperate, no dry season, hot summer",50868,Medium (50k-500k)
Charlotte,United States of America,North America,-80.625,35,94.77124183,0,14,Cfa,"Temperate, no dry season, hot summer",995000,Large (500k-1M)
Charlotte,United States of America,North America,-80.625,35.06479941,94.77124183,0,14,Cfa,"Temperate, no dry season, hot summer",995000,Large (500k-1M)
Salisbury,United States of America,North America,-80.625,35.99985958,94.77124183,0,14,Cfa,"Temperate, no dry season, hot summer",281683,Medium (50k-500k)
Winston-Salem,United States of America,North America,-80.625,36.25,90.19607843,0,14,Cfa,"Temperate, no dry season, hot summer",281683,Medium (50k-500k)
Blacksburg,United States of America,North America,-80.625,36.93491964,90.8496732,0,14,Cfa,"Temperate, no dry season, hot summer",67508,Medium (50k-500k)
Blacksburg,United States of America,North America,-80.625,37.5,88.23529412,0,14,Cfa,"Temperate, no dry season, hot summer",67508,Medium (50k-500k)
White Sulphur Springs,United States of America,North America,-80.625,37.86997958,88.23529412,0,14,Cfa,"Temperate, no dry season, hot summer",2407,Small (<50k)
Wheeling,United States of America,North America,-80.625,39.74009906,85.62091503,0,14,Cfa,"Temperate, no dry season, hot summer",52492,Medium (50k-500k)
Wheeling,United States of America,North America,-80.625,40,88.88888889,0,14,Cfa,"Temperate, no dry season, hot summer",52492,Medium (50k-500k)
Wheeling,United States of America,North America,-80.625,40.1029793,91.50326797,0,14,Cfa,"Temperate, no dry season, hot summer",52492,Medium (50k-500k)
Wheeling,United States of America,North America,-80.625,40.10298157,82.35294118,0,14,Cfa,"Temperate, no dry season, hot summer",52492,Medium (50k-500k)
Beaver Falls,United States of America,North America,-80.625,40.67515858,84.96732026,0,14,Cfa,"Temperate, no dry season, hot summer",120125,Medium (50k-500k)
Youngstown,United States of America,North America,-80.625,41.25,79.73856209,0,14,Cfa,"Temperate, no dry season, hot summer",311990,Medium (50k-500k)
Kitchener,Canada,North America,-80.625,43.4803362,83.66013072,0,25,Dfa,"Cold, no dry season, hot summer",417001,Medium (50k-500k)
Kitchener,Canada,North America,-80.625,43.75,79.73856209,0,25,Dfa,"Cold, no dry season, hot summer",417001,Medium (50k-500k)
Owen Sound,Canada,North America,-80.625,44.41539505,81.69934641,0,25,Dfa,"Cold, no dry season, hot summer",22625,Small (<50k)
Cochrane,Canada,North America,-80.625,49.09068605,74.50980392,0,25,Dfa,"Cold, no dry season, hot summer",4441,Small (<50k)
Chulucanas,Peru,South America,-80.15625,-4.902686532,99.45355191,0,6,BSh,"Arid, steppe, hot",68835,Medium (50k-500k)
Tumbes,Peru,South America,-80.15625,-3.501918983,99.45355191,0,6,BSh,"Arid, steppe, hot",213034,Medium (50k-500k)
Guayaquil,Ecuador,South America,-80.15625,-2.101151403,99.45355191,0,3,Aw,"Tropical, savannah",2514000,Very Large (>1M)
Chone,Ecuador,South America,-80.15625,-0.700383803,99.45355191,0,3,Aw,"Tropical, savannah",44751,Small (<50k)
Las Tablas,Panama,North America,-80.15625,7.704221482,99.45355191,0,3,Aw,"Tropical, savannah",11358,Small (<50k)
Colón,Panama,North America,-80.15625,9.104988856,99.45355191,0,2,Am,"Tropical, monsoon",204000,Medium (50k-500k)
Miami Beach,United States of America,North America,-80.15625,25.91418615,98.69281046,0,2,Am,"Tropical, monsoon",407750,Medium (50k-500k)
Charleston,United States of America,North America,-80.15625,32.91800716,97.38562092,0,14,Cfa,"Temperate, no dry season, hot summer",411940,Medium (50k-500k)
Florence,United States of America,North America,-80.15625,34.31877008,96.07843137,0,14,Cfa,"Temperate, no dry season, hot summer",57438,Medium (50k-500k)
Salisbury,United States of America,North America,-80.15625,35.71953248,96.07843137,0,14,Cfa,"Temperate, no dry season, hot summer",41352,Small (<50k)
Roanoke,United States of America,North America,-80.15625,37.12029431,95.4248366,0,14,Cfa,"Temperate, no dry season, hot summer",198171,Medium (50k-500k)
Morgantown,United States of America,North America,-80.15625,39.92181607,94.11764706,0,14,Cfa,"Temperate, no dry season, hot summer",58808,Medium (50k-500k)
Orangeville,Canada,North America,-80.15625,44.12409297,93.46405229,0,25,Dfa,"Cold, no dry season, hot summer",32640,Small (<50k)
Parry Sound,Canada,North America,-80.15625,45.5248501,93.46405229,0,25,Dfa,"Cold, no dry season, hot summer",7105,Small (<50k)
Motupe,Peru,South America,-80,-6.338028,99.45355191,0,4,BWh,"Arid, desert, hot",13681,Small (<50k)
Olmos,Peru,South America,-80,-6.12565445,99.45355191,0,4,BWh,"Arid, desert, hot",9800,Small (<50k)
Chulucanas,Peru,South America,-80,-5.25,99.45355191,0,6,BSh,"Arid, steppe, hot",68835,Medium (50k-500k)
Chulucanas,Peru,South America,-80,-5.183246073,99.45355191,0,6,BSh,"Arid, steppe, hot",68835,Medium (50k-500k)
Chulucanas,Peru,South America,-80,-5.0704226,99.45355191,0,6,BSh,"Arid, steppe, hot",68835,Medium (50k-500k)
Chulucanas,Peru,South America,-80,-5.063291139,78.96174863,0,6,BSh,"Arid, steppe, hot",68835,Medium (50k-500k)
Macará,Ecuador,South America,-80,-4.240837696,99.45355191,0,3,Aw,"Tropical, savannah",13035,Small (<50k)
Piñas,Ecuador,South America,-80,-3.8028169,99.45355191,0,3,Aw,"Tropical, savannah",16981,Small (<50k)
Piñas,Ecuador,South America,-80,-3.75,99.45355191,0,3,Aw,"Tropical, savannah",16981,Small (<50k)
Machala,Ecuador,South America,-80,-3.298429319,99.45355191,0,6,BSh,"Arid, steppe, hot",213034,Medium (50k-500k)
Guayaquil,Ecuador,South America,-80,-2.5352113,99.45355191,0,3,Aw,"Tropical, savannah",2514000,Very Large (>1M)
Guayaquil,Ecuador,South America,-80,-2.356020942,99.45355191,0,3,Aw,"Tropical, savannah",2514000,Very Large (>1M)
Guayaquil,Ecuador,South America,-80,-2.25,99.45355191,0,3,Aw,"Tropical, savannah",2514000,Very Large (>1M)
Chone,Ecuador,South America,-80,-1.012658228,83.33333333,0,3,Aw,"Tropical, savannah",44751,Small (<50k)
Chone,Ecuador,South America,-80,-0.75,99.45355191,0,3,Aw,"Tropical, savannah",44751,Small (<50k)
Chone,Ecuador,South America,-80,-0.471204188,99.45355191,0,3,Aw,"Tropical, savannah",44751,Small (<50k)
Muisne,Ecuador,South America,-80,0.471204188,99.45355191,0,3,Aw,"Tropical, savannah",13393,Small (<50k)
Muisne,Ecuador,South America,-80,0.75,99.45355191,0,3,Aw,"Tropical, savannah",13393,Small (<50k)
Balboa,Panama,North America,-80,8.8732395,99.45355191,0,2,Am,"Tropical, monsoon",62882,Medium (50k-500k)
Colón,Panama,North America,-80,8.952879581,99.45355191,0,2,Am,"Tropical, monsoon",204000,Medium (50k-500k)
Colón,Panama,North America,-80,9.113924051,99.45355191,0,2,Am,"Tropical, monsoon",204000,Medium (50k-500k)
Santa Clara,Cuba,North America,-80,22.14659686,99.45355191,0,3,Aw,"Tropical, savannah",250512,Medium (50k-500k)
Sagua la Grande,Cuba,North America,-80,22.816902,99.45355191,0,3,Aw,"Tropical, savannah",62073,Medium (50k-500k)
Charleston,United States of America,North America,-80,32.957745,98.69281046,0,14,Cfa,"Temperate, no dry season, hot summer",411940,Medium (50k-500k)
Sumter,United States of America,North America,-80,33.75,85.62091503,0,14,Cfa,"Temperate, no dry season, hot summer",50868,Medium (50k-500k)
Florence,United States of America,North America,-80,34.225353,98.69281046,0,14,Cfa,"Temperate, no dry season, hot summer",57438,Medium (50k-500k)
Florence,United States of America,North America,-80,34.39790576,92.15686275,0,14,Cfa,"Temperate, no dry season, hot summer",57438,Medium (50k-500k)
Greensboro,United States of America,North America,-80,36.28272251,89.54248366,0,14,Cfa,"Temperate, no dry season, hot summer",388887,Medium (50k-500k)
Roanoke,United States of America,North America,-80,37.22513089,91.50326797,0,14,Cfa,"Temperate, no dry season, hot summer",198171,Medium (50k-500k)
Roanoke,United States of America,North America,-80,37.46835443,58.16993464,0,14,Cfa,"Temperate, no dry season, hot summer",198171,Medium (50k-500k)
White Sulphur Springs,United States of America,North America,-80,38.028168,98.69281046,0,14,Cfa,"Temperate, no dry season, hot summer",2407,Small (<50k)
Clarksburg,United States of America,North America,-80,39.10994764,91.50326797,0,14,Cfa,"Temperate, no dry season, hot summer",28773,Small (<50k)
Morgantown,United States of America,North America,-80,39.295776,98.69281046,0,14,Cfa,"Temperate, no dry season, hot summer",28773,Small (<50k)
Morgantown,United States of America,North America,-80,39.49367089,60.13071895,0,14,Cfa,"Temperate, no dry season, hot summer",58808,Medium (50k-500k)
Morgantown,United States of America,North America,-80,39.75,74.50980392,0,14,Cfa,"Temperate, no dry season, hot summer",58808,Medium (50k-500k)
Pittsburgh,United States of America,North America,-80,40.56338,95.4248366,0,14,Cfa,"Temperate, no dry season, hot summer",1838000,Very Large (>1M)
Erie,United States of America,North America,-80,41.830986,96.07843137,0,14,Cfa,"Temperate, no dry season, hot summer",178182,Medium (50k-500k)
Erie,United States of America,North America,-80,41.93717277,90.19607843,0,14,Cfa,"Temperate, no dry season, hot summer",178182,Medium (50k-500k)
Hamilton,Canada,North America,-80,43.09859,96.07843137,0,14,Cfa,"Temperate, no dry season, hot summer",721053,Large (500k-1M)
Hamilton,Canada,North America,-80,43.5443038,45.75163399,0,14,Cfa,"Temperate, no dry season, hot summer",721053,Large (500k-1M)
Orangeville,Canada,North America,-80,43.82198953,90.8496732,0,25,Dfa,"Cold, no dry season, hot summer",32640,Small (<50k)
Barrie,Canada,North America,-80,44.25,68.62745098,0,25,Dfa,"Cold, no dry season, hot summer",182041,Medium (50k-500k)
Barrie,Canada,North America,-80,44.366196,95.4248366,0,25,Dfa,"Cold, no dry season, hot summer",182041,Medium (50k-500k)
Parry Sound,Canada,North America,-80,45.56962025,41.83006536,0,25,Dfa,"Cold, no dry season, hot summer",7105,Small (<50k)
Parry Sound,Canada,North America,-80,45.633804,94.11764706,0,25,Dfa,"Cold, no dry season, hot summer",7105,Small (<50k)
Cobalt,Canada,North America,-80,47.25,69.28104575,0,25,Dfa,"Cold, no dry season, hot summer",1372,Small (<50k)
New Liskeard,Canada,North America,-80,47.59162304,89.54248366,0,25,Dfa,"Cold, no dry season, hot summer",5203,Small (<50k)
New Liskeard,Canada,North America,-80,47.59493671,27.45098039,0,25,Dfa,"Cold, no dry season, hot summer",5203,Small (<50k)
Motupe,Peru,South America,-79.875,-6.168194253,92.89617486,0,4,BWh,"Arid, desert, hot",13681,Small (<50k)
Motupe,Peru,South America,-79.875,-6.168194253,99.45355191,0,4,BWh,"Arid, desert, hot",13681,Small (<50k)
Chulucanas,Peru,South America,-79.875,-5.04670442,86.61202186,0,3,Aw,"Tropical, savannah",68835,Medium (50k-500k)
Chulucanas,Peru,South America,-79.875,-5.04670442,99.45355191,0,3,Aw,"Tropical, savannah",68835,Medium (50k-500k)
Piñas,Ecuador,South America,-79.875,-3.925214569,93.71584699,0,3,Aw,"Tropical, savannah",16981,Small (<50k)
Piñas,Ecuador,South America,-79.875,-3.925214569,99.45355191,0,3,Aw,"Tropical, savannah",16981,Small (<50k)
Babahoyo,Ecuador,South America,-79.875,-1.682234826,94.53551913,0,3,Aw,"Tropical, savannah",76279,Medium (50k-500k)
Babahoyo,Ecuador,South America,-79.875,-1.682234826,99.45355191,0,3,Aw,"Tropical, savannah",76279,Medium (50k-500k)
Chone,Ecuador,South America,-79.875,-0.560744943,98.63387978,0,3,Aw,"Tropical, savannah",44751,Small (<50k)
Chone,Ecuador,South America,-79.875,-0.560744943,99.45355191,0,3,Aw,"Tropical, savannah",44751,Small (<50k)
Muisne,Ecuador,South America,-79.875,0.560744943,99.45355191,0,3,Aw,"Tropical, savannah",13393,Small (<50k)
Muisne,Ecuador,South America,-79.875,0.560744943,99.45355191,0,3,Aw,"Tropical, savannah",13393,Small (<50k)
Sancti Spíritus,Cuba,North America,-79.875,21.86904729,99.45355191,0,3,Aw,"Tropical, savannah",127069,Medium (50k-500k)
Sancti Spíritus,Cuba,North America,-79.875,21.86904729,99.45355191,0,3,Aw,"Tropical, savannah",127069,Medium (50k-500k)
Charleston,United States of America,North America,-79.875,33.08393102,98.03921569,0,14,Cfa,"Temperate, no dry season, hot summer",411940,Medium (50k-500k)
Charleston,United States of America,North America,-79.875,33.08393102,82.35294118,0,14,Cfa,"Temperate, no dry season, hot summer",411940,Medium (50k-500k)
Florence,United States of America,North America,-79.875,34.2054185,82.35294118,0,14,Cfa,"Temperate, no dry season, hot summer",57438,Medium (50k-500k)
Florence,United States of America,North America,-79.875,34.2054185,95.4248366,0,14,Cfa,"Temperate, no dry season, hot summer",57438,Medium (50k-500k)
Roanoke,United States of America,North America,-79.875,37.56987959,76.47058824,0,14,Cfa,"Temperate, no dry season, hot summer",198171,Medium (50k-500k)
Roanoke,United States of America,North America,-79.875,37.56987959,87.58169935,0,14,Cfa,"Temperate, no dry season, hot summer",198171,Medium (50k-500k)
Morgantown,United States of America,North America,-79.875,39.81285237,83.00653595,0,14,Cfa,"Temperate, no dry season, hot summer",58808,Medium (50k-500k)
Morgantown,United States of America,North America,-79.875,39.81285237,73.85620915,0,14,Cfa,"Temperate, no dry season, hot summer",58808,Medium (50k-500k)
Erie,United States of America,North America,-79.875,42.05582395,83.66013072,0,14,Cfa,"Temperate, no dry season, hot summer",178182,Medium (50k-500k)
Erie,United States of America,North America,-79.875,42.05582395,72.54901961,0,14,Cfa,"Temperate, no dry season, hot summer",178182,Medium (50k-500k)
Hamilton,Canada,North America,-79.875,43.17730923,80.39215686,0,14,Cfa,"Temperate, no dry season, hot summer",721053,Large (500k-1M)
Hamilton,Canada,North America,-79.875,43.17730923,67.97385621,0,14,Cfa,"Temperate, no dry season, hot summer",721053,Large (500k-1M)
